ID,DAY_ID,COUNTRY,DE_CONSUMPTION,FR_CONSUMPTION,DE_FR_EXCHANGE,FR_DE_EXCHANGE,DE_NET_EXPORT,FR_NET_EXPORT,DE_NET_IMPORT,FR_NET_IMPORT,DE_GAS,FR_GAS,DE_COAL,FR_COAL,DE_HYDRO,FR_HYDRO,DE_NUCLEAR,FR_NUCLEAR,DE_SOLAR,FR_SOLAR,DE_WINDPOW,FR_WINDPOW,DE_LIGNITE,DE_RESIDUAL_LOAD,FR_RESIDUAL_LOAD,DE_RAIN,FR_RAIN,DE_WIND,FR_WIND,DE_TEMP,FR_TEMP,GAS_RET,COAL_RET,CARBON_RET
1054,206,FR,0.21009872848331146,-0.42745821316578636,-0.6065234951621371,0.6065234951621371,,0.6928595710148415,,-0.6928595710148415,0.44123827476692074,-0.2137659133791696,0.7406271216270303,0.288781611129084,2.209047089575228,0.20783823092812853,0.7096140997897139,-0.19046347059887225,0.10176610924057894,1.248911177519735,-0.5733701292335194,-0.2694604805417178,0.8703442891567257,0.6266664228163377,-0.44466094270275375,-0.17267965732468651,-0.5563555002917462,-0.7908234249630843,-0.2831603961185542,-1.0690696072258417,-0.0634041413471691,0.3390405863640898,0.12455205997069069,-0.0024447867138458613
2049,501,FR,-0.022399345587708043,-1.0034524652052401,-0.022063246760841804,0.022063246760841804,-0.5735195387252847,-1.1308376214004447,0.5735195387252847,1.1308376214004447,0.17477281126538838,0.4269397331734688,-0.1703917050363311,-0.7621528254370653,0.18796385038919286,-0.8071117162817929,-1.882740238974524,-2.1859607711861857,1.987427952177649,3.2373804271450797,-0.03551441670507966,-0.1073497959444127,-0.19430794604662155,-0.39546912026432013,-1.1831938117187766,-1.2402995890904016,-0.7704573225898551,1.5223308636465445,0.8284119037598268,0.4374190737995921,1.8312409116063855,-0.6590913073784734,0.047114279517079916,-0.4903654095824015
1924,687,FR,1.3950350928111728,1.9786653993528185,1.0213052419055586,-1.0213052419055586,-0.622021238905383,-1.6825866471237902,0.622021238905383,1.6825866471237902,2.3519134762227707,2.1222412798202646,1.5722665704075587,0.7770529593241452,-0.10857831870047575,0.7791423239044704,-1.8971085607748124,0.735137427940758,-1.1155832703681732,-0.37103867449164607,-0.29875455876626533,-0.14123911887307863,0.42827249810899404,1.336624620459025,1.9472728440820575,-0.48070035137762535,-0.31333783705153373,0.43113448570367346,0.48760764687165736,0.6848843626041434,0.11483611827464649,0.5359743475394775,0.743337775067128,0.20495184855850723
297,720,DE,-0.9833238837730477,-0.8491980420890692,-0.8395859313179942,0.8395859313179942,-0.27086984128756536,0.5632299001791123,0.27086984128756536,-0.5632299001791123,0.4878182213059783,0.19465896249686335,-1.473816723376251,-0.786025037100165,-0.36841717709888405,1.3204834896793642,-0.20554671057363885,-1.5895538879554696,1.7515229138178285,0.5629443640263518,-0.01009005030499427,0.36688508925308827,-2.330557240406623,-1.1918888309771851,-0.9769740254515094,-1.1148378621447015,-0.507570197767219,-0.4994093836370882,-0.23624866478533282,0.35093782278949726,-0.4175144412603555,0.9116520982212563,-0.2961684423489058,1.073947680274896
1101,818,FR,0.14380737864098167,-0.617037662202979,-0.9249899894840419,0.9249899894840419,,0.9903236003835739,,-0.9903236003835739,0.2386929728918584,-0.24086193278815546,1.0037342691565239,-0.2749747004973816,-0.2301794742149784,-0.7959829899476969,-0.005580604123404604,0.17693457255452516,0.6935427203351894,0.7235874438286344,-0.7749409224764074,-0.5644977000470582,0.6910404147728033,0.5716129204157725,-0.5262670965987065,-0.5414654077724332,-0.42454970027439876,-1.0881582553344111,-1.0115596705829857,0.6143383843048696,0.7294951086825019,0.24510895201675378,1.5266058117761336,2.614377951099151
1520,467,FR,-0.2952958672247945,-0.765120231829888,-0.7174900813005115,0.7174900813005115,-1.1171388109374805,-0.20030541442285069,1.1171388109374805,0.20030541442285069,1.5335953657504287,0.30642171795850537,-1.2403161794474291,-0.7759442572741356,2.3069797550177964,0.5932509087710358,-1.2188423234654147,-1.9206950933419347,2.1408598870051563,2.0544910201299693,-0.9779762311484462,-0.24562841150331008,-0.46217251825472855,-0.0012790296269248737,-0.860628310679065,-0.9625192781087869,-0.19383650398582178,-0.8716001662985844,-0.9172336879005895,0.10204646568723132,0.4727081748683472,0.8910486822555704,0.8614076676222056,1.1244572587668482
1546,144,FR,-0.23496489323430939,-0.6770853480417063,0.3995880437214672,-0.3995880437214672,0.1839977013977057,-0.9862353887047263,-0.1839977013977057,0.9862353887047263,0.8185056603424411,0.06894195683000374,-1.2246590680013043,-0.7680604357209323,0.7407431511271928,0.01713405219277502,-0.678965162332777,-1.3478275452481774,1.6004292015094634,1.687112118840143,0.5501486157250282,-0.9031321663691311,-1.8669413565228155,-1.128430601776021,-0.5860513696189525,-1.6583936790976626,-0.5298000356015461,-0.31892047566152937,-1.2207598617104611,-0.5129908080730619,0.14750703447422492,1.8897389885704448,0.49822634790633924,0.6817392519027665
1069,1136,FR,0.3322228602385505,-0.5467972255793925,-0.5077730150785651,0.5077730150785651,,0.5695847995077787,,-0.5695847995077787,0.31746640300002704,-0.19625539387252688,0.8322719800128081,0.42161874841952507,1.8732289478299586,0.15872530472271987,0.568656268407379,-0.11961032283127719,1.188312570278506,0.8162179989354051,-0.7386344256782955,-0.8050308137783492,0.7431423637776299,0.509093621933599,-0.4152544898767173,-0.7443276127789515,-0.051534921994541294,-0.7010351966604155,-0.39485721618777003,1.9909775730777564,0.902719255878647,0.20676898073727687,0.9933037634771695,-0.22373934580071891
1323,83,FR,-0.023022673135169428,-0.6046939552244551,-1.1967874807816392,1.1967874807816392,-0.5193389458680845,0.37310888239179724,0.5193389458680845,-0.37310888239179724,0.6277069557846582,0.5849961465701421,-1.1252472960635118,-0.7663890655516532,-0.00104104859103549,-1.045716156377977,-0.008728895564383487,-0.13766608536856606,0.6977475910838985,0.22466202749378775,-0.018492678005525006,-0.7399174264562572,-0.36833854810995864,-0.20476969750608318,-0.44704794623539656,-0.20739019252658236,0.009355768131699862,-0.2614956019719678,-0.8415603057898235,-1.024980229262404,-1.5641744585253299,2.688207511588379,3.0612102510138035,3.755240079696583
1618,307,FR,0.5646573611019932,0.2737763682136477,-0.4390628527311798,0.4390628527311798,-0.6366538007078375,0.34205698573889515,0.6366538007078375,-0.34205698573889515,1.570867371352567,1.0339607165676645,0.23588004051930522,-0.7879907366074305,-0.11989803134357474,0.21492474111363116,-0.46794087798537315,-0.11098006992989379,-0.49685160387432226,-0.14021334527963905,-0.6262819596980187,1.2129407909808683,0.612994722879738,1.1540902637322303,0.027862219541057116,-0.9723435381732672,-0.8064347403565045,-0.7522732424399127,-0.7675779033254404,-0.3714748090770889,-0.45976825474870675,-1.4871544461723054,-0.6923782242605907,-0.7682829426210807
1507,277,FR,-0.11337880789441634,-0.8919656812701007,-1.13885879281714,1.13885879281714,-1.4559140698345308,0.9643914639062722,1.4559140698345308,-0.9643914639062722,1.3350621767651667,0.07145043642464195,-1.1922615167412796,-0.7818413557959318,2.1503903967882607,1.1999749207494264,0.06950849621516639,-0.9573749829404952,-0.17881404341354815,0.21158804524148078,-0.22778234295698174,-0.013897551284033216,-1.6399951067353271,0.2001584405805404,-0.8945471037793482,0.5356812941709854,9.473200582383297,-0.46492197187952544,-0.3949094933155933,-0.253529503606167,-1.0023897825764416,-0.9392463763619714,0.14522376845498236,0.22406580097902634
819,116,DE,-0.05569154899950751,-0.8113372121877396,0.23710513845518927,-0.23710513845518927,-0.8510823699251139,-1.0911416792551087,0.8510823699251139,1.0911416792551087,0.8823131447764193,-0.14563738350355296,-0.04299176437175826,-0.7708460526697308,1.2823742500197166,-0.7427646879663732,-2.5092554567764878,-1.838556433476296,1.1721546012176565,1.798686039721001,-0.10399411715958103,0.3561809279513641,-0.3544804389133964,-0.17839663797377564,-0.9971694307339957,1.608304009316798,2.0145078023911824,1.143606699973888,1.7779920136477325,1.5951582976746423,0.1584625590552804,-0.3598662313713277,-0.20395231490207394,-0.37623402542020024
918,406,DE,0.5321156316528088,-0.33110147228820935,0.3399421451193713,-0.3399421451193713,-0.1731225050749824,-1.31202947257174,0.1731225050749824,1.31202947257174,-0.18843004617587664,1.3825994221403377,-0.35432669730055677,-0.7533649923457613,-0.16826407627317944,-1.071333701219687,-1.8797120316183586,-1.7192573551021753,-0.324789209787153,0.5033047513690196,1.4480775680275415,0.07975307831586251,-0.23765790301219908,-0.795592630550231,-0.3746594286151424,-0.1949273732644735,-1.3945003568210932,1.3831705822720053,0.10049798819997073,1.241891828820907,-0.20634034326201625,1.1707600130346183,0.13364287629302685,0.0338743439888232
