Date,Price
2018-01-02,224.1977612027377
2018-01-03,222.08223287246466
2018-01-04,226.15620930331323
2018-01-05,224.29499034936143
2018-01-08,224.5966156088568
2018-01-09,227.15753931839492
2018-01-10,218.3054576320941
2018-01-11,224.3667958495574
2018-01-12,223.44593952665798
2018-01-16,220.24008158590658
2018-01-17,211.66842358813642
2018-01-18,214.91510395120042
2018-01-19,217.0776321093589
2018-01-22,217.8748632237385
2018-01-23,218.62610863002024
2018-01-24,258.3458142900248
2018-01-25,269.06646002589235
2018-01-26,273.16672363944764
2018-01-29,256.14718687310074
2018-01-30,262.96639220062
2018-01-31,251.55585380114456
2018-02-01,249.93510041817046
2018-02-02,247.30093999512073
2018-02-05,237.69509153264846
2018-02-06,248.3719259780833
2018-02-07,245.84859976423056
2018-02-08,244.20110708943096
2018-02-09,251.0922779185461
2018-02-12,253.85962048057004
2018-02-13,256.3178329874312
2018-02-14,251.33165853411109
2018-02-15,253.35651400948115
2018-02-16,254.75181731785477
2018-02-20,253.9118117234613
2018-02-21,247.73175114491147
2018-02-22,252.72326221257367
2018-02-23,250.79774305902214
2018-02-26,256.8028156491555
2018-02-27,253.57905204722252
2018-02-28,252.33048377083477
2018-03-01,245.67763892105418
2018-03-02,246.41646700348954
2018-03-05,245.45821712140813
2018-03-06,254.1554717318417
2018-03-07,257.7133240094907
2018-03-08,264.4415119532827
2018-03-09,268.5716880699393
2018-03-12,263.0267302494326
2018-03-13,264.73092944425076
2018-03-14,262.6415141723959
2018-03-15,266.30797074423964
2018-03-16,272.2734384601655
2018-03-19,274.8143236043945
2018-03-20,267.3978293521913
2018-03-21,268.5687164805315
2018-03-22,263.52269362811813
2018-03-23,259.25783363692426
2018-03-26,265.8452849692263
2018-03-27,262.08212706227437
2018-03-28,265.32649040758236
2018-03-29,268.2968584371557
2018-04-02,261.2648161671891
2018-04-03,273.1137862732636
2018-04-04,271.88345892916084
2018-04-05,276.8443968183971
2018-04-06,269.6877404435704
2018-04-09,275.34589042804805
2018-04-10,279.6541436137897
2018-04-11,262.78276392492455
2018-04-12,269.8169941957912
2018-04-13,263.06802786768947
2018-04-16,273.2684309410452
2018-04-17,269.67183927352994
2018-04-18,270.7370140582522
2018-04-19,285.5901871747659
2018-04-20,271.1413868264581
2018-04-23,270.9374457166463
2018-04-24,265.4199866289423
2018-04-25,266.32617054506386
2018-04-26,264.91784225438516
2018-04-27,269.96961895238604
2018-04-30,267.72297427752534
2018-05-01,267.4119580472195
2018-05-02,270.28524498832263
2018-05-03,269.4344119738305
2018-05-04,271.40992572864315
2018-05-07,270.59796010327466
2018-05-08,278.3000232185691
2018-05-09,277.13207649030704
2018-05-10,287.923076736736
2018-05-11,277.9334790286075
2018-05-14,282.768832658824
2018-05-15,287.19887488549676
2018-05-16,294.8716396841051
2018-05-17,288.2094474420566
2018-05-18,293.1056351405516
2018-05-21,301.9074779150454
2018-05-22,287.2386603955409
2018-05-23,290.94217966829103
2018-05-24,295.0624225596341
2018-05-25,296.77773953645294
2018-05-29,288.83041294470587
2018-05-30,292.3849472862141
2018-05-31,291.15163481718133
2018-06-01,294.25810594774055
2018-06-04,296.5737635961656
2018-06-05,301.8920917680501
2018-06-06,293.40178288032376
2018-06-07,299.8164690530561
2018-06-08,302.03418367050847
2018-06-11,300.1074174337968
2018-06-12,301.05752089888404
2018-06-13,300.5674485433784
2018-06-14,304.7528278872811
2018-06-15,303.28222388709355
2018-06-18,303.1014999179452
2018-06-19,297.5790569390498
2018-06-20,302.6262589819175
2018-06-21,301.1883948235226
2018-06-22,292.4982432111401
2018-06-25,292.1540146772463
2018-06-26,294.3524811660923
2018-06-27,287.5067719356418
2018-06-28,289.30700825011974
2018-06-29,295.85291940465703
2018-07-02,290.70673021654216
2018-07-03,282.13093249760004
2018-07-05,279.6196417054005
2018-07-06,286.76227792874766
2018-07-09,293.0093176981665
2018-07-10,290.6381197078919
2018-07-11,294.5501156065156
2018-07-12,290.196682576514
2018-07-13,295.3863359744087
2018-07-16,284.34720830532683
2018-07-17,292.3603606005921
2018-07-18,324.8897591148891
2018-07-19,319.136428488403
2018-07-20,320.97860458303626
2018-07-23,322.1165139616897
2018-07-24,318.9040528322442
2018-07-25,328.76935300582727
2018-07-26,319.79114156478954
2018-07-27,317.8733181020116
2018-07-30,319.738266708216
2018-07-31,325.4979195144109
2018-08-01,325.4187465858157
2018-08-02,323.8259849948268
2018-08-03,324.00857065503226
2018-08-06,321.91330218192627
2018-08-07,331.8816319711438
2018-08-08,336.03526136462017
2018-08-09,333.95339712151275
2018-08-10,331.2703583579378
2018-08-13,340.12959937884824
2018-08-14,343.6693602790222
2018-08-15,335.711158319402
2018-08-16,344.1449556971027
2018-08-17,342.1944504970316
2018-08-20,349.80460133978346
2018-08-21,348.4157619349354
2018-08-22,352.03497788126083
2018-08-23,349.4052033906128
2018-08-24,341.7452019029831
2018-08-27,347.2195018426271
2018-08-28,346.11480088680133
2018-08-29,346.72167665037216
2018-08-30,337.88396190546075
2018-08-31,336.09476221958744
2018-09-04,339.1430178066145
2018-09-05,341.9267388495075
2018-09-06,333.16293086017123
2018-09-07,333.4835243138717
2018-09-10,339.3916644533089
2018-09-11,341.54443528288954
2018-09-12,337.71022983884353
2018-09-13,340.39582584920186
2018-09-14,342.1690844813986
2018-09-17,331.92118706770395
2018-09-18,336.85504457844945
2018-09-19,334.5544550075434
2018-09-20,338.75570290592924
2018-09-21,340.9247138395208
2018-09-24,335.9922236427158
2018-09-25,336.98475697628214
2018-09-26,336.10576750558965
2018-09-27,342.3397774384365
2018-09-28,335.9175808330105
2018-10-01,335.08411586574397
2018-10-02,335.6462515545952
2018-10-03,335.3031134193837
2018-10-04,334.6157566110007
2018-10-05,335.384049832792
2018-10-08,330.7872814240664
2018-10-09,323.01728995768923
2018-10-10,297.7333329880715
2018-10-11,292.35678939430676
2018-10-12,299.2763094110217
2018-10-15,306.46814322652807
2018-10-16,270.5519405342758
2018-10-17,264.66430933728725
2018-10-18,263.7824180142664
2018-10-19,263.7130126726178
2018-10-22,260.71718113895315
2018-10-23,260.0405961300801
2018-10-24,261.0635155844069
2018-10-25,256.3591345430619
2018-10-26,264.7808113957958
2018-10-29,265.2382878545876
2018-10-30,271.15544376631084
2018-10-31,271.93235434221435
2018-11-01,275.0070007614268
2018-11-02,279.271828538333
2018-11-05,273.27916901633495
2018-11-06,274.70091373418217
2018-11-07,279.26209485689975
2018-11-08,279.09362933393305
2018-11-09,282.9515632184265
2018-11-12,283.63320081760907
2018-11-13,287.92247719719967
2018-11-14,285.3612408268603
2018-11-15,294.60921086326323
2018-11-16,298.08451366575645
2018-11-19,288.4486564482737
2018-11-20,286.48471098134354
2018-11-21,290.1512351792413
2018-11-23,287.78471366734726
2018-11-26,294.5648288374043
2018-11-27,289.60609270378393
2018-11-28,297.91806146628505
2018-11-29,298.6438977776181
2018-11-30,302.9018935506656
2018-12-03,302.684116788765
2018-12-04,287.4099931540455
2018-12-06,289.820581792518
2018-12-07,279.77695270670705
2018-12-10,273.23501331664477
2018-12-11,279.0234685198295
2018-12-12,274.4504453641584
2018-12-13,273.47127790982
2018-12-14,271.73757894972636
2018-12-17,274.9073483775988
2018-12-18,269.4950503399249
2018-12-19,268.9691603818481
2018-12-20,261.07116000537815
2018-12-21,262.38815170160376
2018-12-24,257.80228419790154
2018-12-26,270.390109829822
2018-12-27,267.075856654081
2018-12-28,267.24663251736166
2018-12-31,271.6272982218278
2019-01-02,266.45958965616614
2019-01-03,260.14008632266547
2019-01-04,270.30476957272384
2019-01-07,267.67695359444537
2019-01-08,269.3837248085978
2019-01-09,269.3855996633031
2019-01-10,271.8853699237317
2019-01-11,275.9497229183278
2019-01-14,268.5329335858534
2019-01-15,283.36699655445506
2019-01-16,280.4247045731418
2019-01-17,287.83183132501694
2019-01-18,288.9865025678933
2019-01-22,284.5488998646909
2019-01-23,288.83141998933064
2019-01-24,275.6544352593647
2019-01-25,278.8403687475258
2019-01-28,273.9993917980869
2019-01-29,285.6749997297923
2019-01-30,286.73915464207505
2019-01-31,280.02990272712316
2019-02-01,282.4347674724243
2019-02-04,287.8828964903115
2019-02-05,288.7713756380589
2019-02-06,292.46386364587084
2019-02-07,291.1620952729835
2019-02-08,286.41124527982436
2019-02-11,296.32749580889293
2019-02-12,304.9102835003467
2019-02-13,299.6337556028885
2019-02-14,303.64411492835694
2019-02-15,307.49320263206823
2019-02-19,302.7269035918473
2019-02-20,299.3151750878923
2019-02-21,300.4418161365136
2019-02-22,302.55928465782074
2019-02-25,303.3462817906519
2019-02-26,295.7879065986503
2019-02-27,298.8086993524569
2019-02-28,292.4871192119971
2019-03-01,289.4343927875178
2019-03-04,292.7188760591071
2019-03-05,289.4914584773726
2019-03-06,293.87724071833094
2019-03-07,283.55860020127045
2019-03-08,281.64328368727826
2019-03-11,280.79010544029376
2019-03-12,281.6506278954854
2019-03-13,286.68425172724716
2019-03-14,286.4556377799359
2019-03-15,287.8278038310322
2019-03-18,291.7981138093585
2019-03-19,286.27177286520634
2019-03-20,285.2119369550061
2019-03-21,296.83341840674206
2019-03-22,282.3120917052036
2019-03-25,282.33904376031467
2019-03-26,282.903641273711
2019-03-27,278.52094210976816
2019-03-28,285.6063510661981
2019-03-29,288.55851201053565
2019-04-01,303.7221669184809
2019-04-02,303.06071439685996
2019-04-03,299.768870378797
2019-04-04,299.70666968047624
2019-04-05,303.06629549985325
2019-04-08,301.00766324964866
2019-04-09,295.8615724446242
2019-04-10,295.63256990157225
2019-04-11,295.84666354531606
2019-04-12,294.8009895824752
2019-04-15,294.36733787595733
2019-04-16,292.66553596784655
2019-04-17,298.081596472559
2019-04-18,294.5689645054779
2019-04-22,280.00291745198024
2019-04-23,281.46629663449744
2019-04-24,283.7224659035614
2019-04-25,281.8930367596952
2019-04-26,281.62455807907486
2019-04-29,274.5817220557346
2019-04-30,268.8908890736943
2019-05-01,268.81313293363394
2019-05-02,265.73403240079693
2019-05-03,275.0803651036594
2019-05-06,270.78286534879993
2019-05-07,264.6150309094901
2019-05-08,265.0908696745484
2019-05-09,262.3089909796138
2019-05-10,261.25032316659633
2019-05-13,255.1327065727804
2019-05-14,258.25634284587056
2019-05-15,251.78357923587097
2019-05-16,256.40561155204796
2019-05-17,261.2668748759705
2019-05-20,262.73723816260747
2019-05-21,267.2270765207775
2019-05-22,254.02734283323707
2019-05-23,254.97856143962184
2019-05-24,250.53525268946083
2019-05-28,248.9700368603017
2019-05-29,258.204165912578
2019-05-30,258.6029332771391
2019-05-31,255.60452281131253
2019-06-03,256.229517896167
2019-06-04,262.32902548285534
2019-06-05,258.1662437342304
2019-06-06,259.7939292509979
2019-06-07,266.9032962404349
2019-06-10,267.9696246098738
2019-06-11,264.1963523088051
2019-06-12,270.8458746333889
2019-06-13,270.58450749458444
2019-06-14,266.87366308234846
2019-06-17,263.75660475542577
2019-06-18,263.3567819132312
2019-06-19,264.4541094183136
2019-06-20,269.8415614421231
2019-06-21,269.4000290010148
2019-06-24,260.0351733613202
2019-06-25,259.0587697109019
2019-06-26,260.92336813616885
2019-06-27,256.9316834924096
2019-06-28,260.7578900073541
2019-07-01,259.76456452321077
2019-07-02,256.2276711287854
2019-07-03,258.55492270611444
2019-07-05,261.88620124454764
2019-07-08,258.50660600989386
2019-07-09,257.3130636680015
2019-07-10,252.84761300698048
2019-07-11,256.03538854040005
2019-07-12,258.83533722499055
2019-07-15,260.9979796651405
2019-07-16,267.6221540621135
2019-07-17,261.905099046214
2019-07-18,263.5741014969757
2019-07-19,256.10482148664533
2019-07-22,259.3890726518176
2019-07-23,269.0072183953206
2019-07-24,298.42410876114224
2019-07-25,292.5912449096719
2019-07-26,294.1445801894137
2019-07-29,286.57235732783795
2019-07-30,286.73595918838726
2019-07-31,284.11548793026293
2019-08-01,266.8172037276001
2019-08-02,267.0492654430557
2019-08-05,264.43542237614645
2019-08-06,261.0306226557622
2019-08-07,264.22286375337717
2019-08-08,270.93672382684525
2019-08-09,261.21601810801945
2019-08-12,255.25197483674685
2019-08-13,259.34935602832616
2019-08-14,259.93759429269153
2019-08-15,256.2761225705066
2019-08-16,261.98502809264255
2019-08-19,266.029423575453
2019-08-20,266.718101282609
2019-08-21,270.26496297148293
2019-08-22,266.0101184235468
2019-08-23,262.01919450706885
2019-08-26,264.220553237194
2019-08-27,260.60600501306635
2019-08-28,263.3693241505879
2019-08-29,268.1681510352389
2019-08-30,268.10621195749127
2019-09-03,261.28332623994766
2019-09-04,258.58175467502974
2019-09-05,268.0848116962006
2019-09-06,268.9764221274289
2019-09-09,275.3590520437991
2019-09-10,283.9946867912428
2019-09-11,286.8884456816069
2019-09-12,287.9031577820682
2019-09-13,287.21470791396473
2019-09-16,286.11907005129814
2019-09-17,282.36889214538223
2019-09-18,280.9685171676783
2019-09-19,281.4571067718776
2019-09-20,288.3790434107928
2019-09-23,287.2256388065275
2019-09-24,281.01373912197
2019-09-25,280.723141446198
2019-09-26,289.88300289869375
2019-09-27,284.8513455489864
2019-09-30,291.44937006204106
2019-10-01,275.5289180102641
2019-10-02,280.6762045573918
2019-10-03,279.51425944116613
2019-10-04,287.64387202376355
2019-10-07,282.66577506123974
2019-10-08,275.1707729919908
2019-10-09,274.19752609063954
2019-10-10,283.63691376017783
2019-10-11,296.6353248038056
2019-10-14,297.7142896943758
2019-10-15,302.36825570590497
2019-10-16,296.41923289966763
2019-10-17,297.9570822996535
2019-10-18,300.2958763779547
2019-10-21,312.19569020033146
2019-10-22,311.6609378721426
