Date,Price
2018-01-02,113.76864082646848
2018-01-03,114.9108583971246
2018-01-04,114.0638538524742
2018-01-05,114.05949997055502
2018-01-08,113.6866897796054
2018-01-09,112.97819832641132
2018-01-10,112.95858449071584
2018-01-11,112.21822273711051
2018-01-12,111.95974498416012
2018-01-16,111.87868221135969
2018-01-17,111.63202893506248
2018-01-18,110.75053928958988
2018-01-19,109.83699528065401
2018-01-22,109.7188475419587
2018-01-23,110.72840771761894
2018-01-24,110.45523479603561
2018-01-25,112.51516191443396
2018-01-26,111.2702517653385
2018-01-29,111.12135041548267
2018-01-30,111.54364223827285
2018-01-31,111.27803839660373
2018-02-01,110.70391514958007
2018-02-02,109.2200249089357
2018-02-05,109.14272351857075
2018-02-06,108.0787549581366
2018-02-07,107.85316036220262
2018-02-08,107.93219845078892
2018-02-09,109.88958179624925
2018-02-12,110.37285893406282
2018-02-13,109.08513304647936
2018-02-14,108.98433224411954
2018-02-15,110.27860536878205
2018-02-16,110.60036859597757
2018-02-20,108.51196144029932
2018-02-21,109.36572331746297
2018-02-22,109.08118125968731
2018-02-23,109.7961127711791
2018-02-26,110.45724128744095
2018-02-27,109.66993891783345
2018-02-28,108.25920907993381
2018-03-01,108.10115016873948
2018-03-02,108.47522826961514
2018-03-05,109.90709963875301
2018-03-06,108.28564562254738
2018-03-07,107.59719964404374
2018-03-08,107.61404083858392
2018-03-09,108.63836610412574
2018-03-12,109.49672898599347
2018-03-13,108.26995280126872
2018-03-14,108.89330318135157
2018-03-15,110.16923004433335
2018-03-16,109.88593476461537
2018-03-19,110.2667944158184
2018-03-20,109.57449643568822
2018-03-21,110.12128927861755
2018-03-22,110.26444606251385
2018-03-23,108.0716195357294
2018-03-26,109.17209134154984
2018-03-27,111.0199661356275
2018-03-28,110.64137579367204
2018-03-29,110.49476298713708
2018-04-02,109.9060043626119
2018-04-03,110.38064120339104
2018-04-04,111.43069628569998
2018-04-05,110.95280262710367
2018-04-06,111.31103707700326
2018-04-09,111.13023604893627
2018-04-10,110.79601748573836
2018-04-11,110.42981856220186
2018-04-12,108.8187945925267
2018-04-13,109.13477858922172
2018-04-16,111.47141823251
2018-04-17,111.13572197669579
2018-04-18,111.45025238206266
2018-04-19,110.16758618634105
2018-04-20,110.67081806948084
2018-04-23,110.48087914543576
2018-04-24,111.43485925295698
2018-04-25,111.75344222918538
2018-04-26,111.84774409695615
2018-04-27,113.42908132820222
2018-04-30,111.98966975817893
2018-05-01,111.62620842713513
2018-05-02,111.51342247697792
2018-05-03,111.25034585926332
2018-05-04,110.97701358768946
2018-05-07,110.24418745811623
2018-05-08,108.61828025705724
2018-05-09,107.83932184666394
2018-05-10,108.95337980553522
2018-05-11,109.58826442993549
2018-05-14,108.72069414504446
2018-05-15,108.58095127226343
2018-05-16,109.3871315677987
2018-05-17,108.5892814227323
2018-05-18,108.10628237542485
2018-05-21,107.59444398286186
2018-05-22,108.39442060667776
