Date,Price
2018-01-02,131.78291548244974
2018-01-03,132.17624172017418
2018-01-04,130.78552831481142
2018-01-05,131.66062007227322
2018-01-08,133.78158069522703
2018-01-09,131.58896670165058
2018-01-10,128.79557194100062
2018-01-11,132.2177010343246
2018-01-12,132.52421123816762
2018-01-16,131.9638573938886
2018-01-17,131.73333687956415
2018-01-18,130.8673442005599
2018-01-19,131.77365021906004
2018-01-22,134.6802687868444
2018-01-23,133.5990634419826
2018-01-24,131.07521050661643
2018-01-25,128.46729022022038
2018-01-26,132.78183650823448
2018-01-29,132.98439241859197
2018-01-30,130.0736727918616
2018-01-31,129.90560025636216
2018-02-01,129.0917854072749
2018-02-02,125.04546229451655
2018-02-05,124.00068444594295
2018-02-06,126.0532980518562
2018-02-07,123.38462089633505
2018-02-08,115.11350615819076
2018-02-09,115.37944433708952
2018-02-12,121.01840084480007
2018-02-13,119.13770660333364
2018-02-14,124.97028502276787
2018-02-15,128.57878593029136
2018-02-16,128.62473663031312
2018-02-20,126.52613556453194
2018-02-21,126.12611604838324
2018-02-22,125.71285401930032
2018-02-23,131.4763391922914
2018-02-26,129.03182504884504
2018-02-27,130.613894689309
2018-02-28,128.48619584750466
2018-03-01,130.03067376513113
2018-03-02,131.91627361108402
2018-03-05,131.4524025013826
2018-03-06,131.07428173365793
2018-03-07,128.11260297727804
2018-03-08,127.63274628595839
2018-03-09,132.31089861602157
2018-03-12,128.7433894244786
2018-03-13,128.61351116771687
2018-03-14,128.38295384054408
2018-03-15,126.59018568518833
2018-03-16,129.51349035460632
2018-03-19,125.13332345544644
2018-03-20,128.7031434826775
2018-03-21,133.48247305953532
2018-03-22,129.46689823609387
2018-03-23,129.5764850437467
2018-03-26,136.1005184322529
2018-03-27,133.15231292140896
2018-03-28,127.19794733364667
2018-03-29,129.15549047890312
2018-04-02,127.14225362682056
2018-04-03,127.19798256916296
2018-04-04,124.89378815559182
2018-04-05,127.954351370689
2018-04-06,119.63912342396175
2018-04-09,119.02824507580854
2018-04-10,122.39607185802315
2018-04-11,119.61721505597887
2018-04-12,120.15271014307812
2018-04-13,123.12090036229434
2018-04-16,124.07496780385624
2018-04-17,124.29671025415
2018-04-18,129.44498509061867
