Date,Price
2018-01-02,202.13925441110965
2018-01-03,202.65338381528727
2018-01-04,201.69070333187608
2018-01-05,205.90820001633043
2018-01-08,201.1127436414532
2018-01-09,203.07036455673813
2018-01-10,202.0930932168193
2018-01-11,202.31107541848138
2018-01-12,206.11947799126852
2018-01-16,208.58499867179498
2018-01-17,211.50474881769716
2018-01-18,216.0123991612885
2018-01-19,219.08945892881385
2018-01-22,233.1253849375298
2018-01-23,229.97801259284162
2018-01-24,236.73348416016506
2018-01-25,239.52181211024046
2018-01-26,218.46948123966797
2018-01-29,203.3141725394686
2018-01-30,212.77849634114216
2018-01-31,206.90960090567603
2018-02-01,211.27936163763928
2018-02-02,207.02456726947997
2018-02-05,204.26370370808434
2018-02-06,204.8328644683696
2018-02-07,214.65893839153054
2018-02-08,208.6682163671223
2018-02-09,203.77351413115815
2018-02-12,201.09342146888116
2018-02-13,203.570752725596
2018-02-14,205.59925426257828
2018-02-15,203.76529360580443
2018-02-16,206.02215708912158
2018-02-20,205.41428865232376
2018-02-21,205.486324059633
2018-02-22,204.07161237403366
2018-02-23,205.62714700788158
2018-02-26,208.61220725537683
2018-02-27,209.50323930842524
2018-02-28,207.93025845192636
2018-03-01,202.9284582268063
2018-03-02,204.84798628436565
2018-03-05,205.77214055815833
2018-03-06,206.20662704902753
2018-03-07,206.47651894574958
2018-03-08,217.00749247396428
2018-03-09,229.04606961435684
2018-03-12,228.55030985971547
2018-03-13,224.5917933947922
2018-03-14,223.4255601702329
2018-03-15,227.19354915205616
2018-03-16,223.88080002114944
2018-03-19,222.25335577153007
2018-03-20,225.55085085185092
2018-03-21,218.57650982119867
2018-03-22,212.8785734572928
2018-03-23,213.56588080505102
2018-03-26,216.3448817138748
2018-03-27,218.00247254223663
2018-03-28,217.5018918970786
2018-03-29,219.79243656927488
2018-04-02,222.0994971718967
2018-04-03,220.9563609638502
2018-04-04,221.06942807155355
2018-04-05,221.86867752105877
2018-04-06,218.54007152175478
2018-04-09,217.3665259348449
2018-04-10,222.15410504681995
2018-04-11,218.81841646318708
2018-04-12,226.4182721180948
2018-04-13,223.28022357518597
2018-04-16,227.75714636260196
2018-04-17,231.86026282975544
2018-04-18,228.8626836478514
2018-04-19,230.4368996798595
