Date,Price
2018-01-02,140.07534504924013
2018-01-03,140.64718381423972
2018-01-04,139.45815203674914
2018-01-05,140.36846429127542
2018-01-08,143.75387065188136
2018-01-09,142.66755953717438
2018-01-10,141.5711725704066
2018-01-11,141.8546560447267
2018-01-12,143.20813402306658
2018-01-16,139.83740796585016
2018-01-17,141.54832122937947
2018-01-18,145.5600943384889
2018-01-19,146.26218158200004
2018-01-22,145.3204239013508
2018-01-23,143.58251099676954
2018-01-24,144.13467675054335
2018-01-25,144.43666648448468
2018-01-26,143.43092742253694
2018-01-29,143.4595733304048
2018-01-30,140.7766145524062
2018-01-31,147.35813046298364
2018-02-01,145.03167151029905
2018-02-02,139.87072271508703
2018-02-05,136.5506247997115
2018-02-06,138.16204147896744
2018-02-07,137.61122975576455
2018-02-08,134.9883036907642
2018-02-09,136.4091673656564
2018-02-12,140.8139668000885
2018-02-13,139.88248076743972
2018-02-14,141.40977950130093
2018-02-15,144.48309169568688
2018-02-16,143.8569290505281
2018-02-20,141.51085029680658
2018-02-21,140.67522809775085
2018-02-22,141.30853220151045
2018-02-23,143.2906805869672
2018-02-26,143.1389198193079
2018-02-27,140.99249274360915
2018-02-28,140.89001080216036
2018-03-01,139.9898064532141
2018-03-02,140.01641965815247
2018-03-05,138.18082339061885
2018-03-06,139.5914393894343
2018-03-07,140.4890489106537
2018-03-08,140.16225482836393
2018-03-09,142.7431284570029
2018-03-12,141.30924445555527
2018-03-13,140.08347620492862
2018-03-14,138.46158400556658
2018-03-15,138.7169874438777
2018-03-16,135.4386927316305
2018-03-19,136.9280151495022
2018-03-20,136.47617967262443
2018-03-21,134.25295410967095
2018-03-22,132.3373483308259
2018-03-23,129.87408977630014
2018-03-26,131.20912270232742
2018-03-27,129.39941867652533
2018-03-28,128.22175778132208
2018-03-29,130.34789931656053
2018-04-02,129.44360565801463
2018-04-03,130.74966325585936
2018-04-04,131.64079035302152
2018-04-05,130.38289975624252
2018-04-06,130.04569261263617
2018-04-09,128.0690597795653
2018-04-10,132.91187579078272
2018-04-11,131.7180824940379
2018-04-12,131.69937331580445
2018-04-13,128.8492083947291
2018-04-16,130.83956433272022
2018-04-17,131.78164649285466
2018-04-18,134.40488101989268
2018-04-19,133.74341078923942
2018-04-20,133.03210668260238
2018-04-23,132.37173096828667
2018-04-24,131.72866812752784
2018-04-25,131.06714115187106
2018-04-26,132.12114505595702
2018-04-27,128.85400789833614
2018-04-30,129.50778323094545
2018-05-01,130.6871032447408
2018-05-02,130.91385988512246
2018-05-03,130.78175862609788
2018-05-04,131.2207732149248
2018-05-07,130.8791470935678
2018-05-08,129.46524722772892
2018-05-09,130.99460541322077
2018-05-10,132.19186126829425
2018-05-11,131.60149329219266
2018-05-14,133.16663697463855
2018-05-15,130.33796633699478
2018-05-16,134.0738563127819
2018-05-17,131.78052199933586
2018-05-18,134.19203727273953
2018-05-21,134.02272653210292
2018-05-22,136.2864876289472
2018-05-23,132.1832291240155
2018-05-24,134.00461298384698
2018-05-25,134.8483380568441
2018-05-29,131.42131896709645
2018-05-30,131.25259457555308
2018-05-31,131.4823498574846
2018-06-01,131.48259328398635
2018-06-04,130.46745847122241
2018-06-05,132.93509536500122
2018-06-06,133.55113131830444
2018-06-07,132.8994612740147
2018-06-08,132.1904012138661
2018-06-11,133.9543013774653
2018-06-12,132.52664796329472
2018-06-13,131.79043064829173
2018-06-14,131.98330151608604
